Action1,S2,Action2,Re,subject,round,rt2
1,2,2,1,823,1,1
1,2,2,4,823,2,1
1,2,2,3,823,3,1
1,2,2,4,823,4,1
1,2,2,3,823,5,1
1,2,2,2,823,6,1
1,2,2,-2,823,7,1
1,2,2,-4,823,8,1
1,2,2,-4,823,9,1
1,2,2,-1,823,10,1
1,4,2,0,823,11,0
1,2,2,-2,823,12,0
1,2,2,-1,823,13,0
1,2,2,-1,823,14,0
1,2,2,-1,823,15,0
1,2,1,-3,823,16,0
1,4,1,-1,823,17,0
2,3,2,-3,823,18,0
1,2,2,2,823,19,0
2,3,1,-3,823,20,0
2,3,1,-5,823,21,0
1,2,1,-2,823,22,0
1,2,1,1,823,23,0
1,2,1,1,823,24,0
1,2,1,2,823,25,0
2,3,2,-1,823,26,0
2,4,2,1,823,27,0
2,4,2,2,823,28,0
2,4,2,1,823,29,0
2,3,2,0,823,30,0
1,2,1,0,823,31,0
1,2,1,0,823,32,0
2,4,2,3,823,33,0
2,4,2,3,823,34,0
1,4,2,3,823,35,1
1,2,2,-3,823,36,1
1,4,2,1,823,37,1
1,2,2,0,823,38,0
1,2,1,1,823,39,0
2,3,2,2,823,40,1
2,3,2,0,823,41,1
2,4,1,0,823,42,1
2,3,1,-2,823,43,0
2,3,1,-2,823,44,0
2,3,2,3,823,45,0
2,3,2,1,823,46,0
2,3,2,-1,823,47,0
2,4,2,-2,823,48,0
1,2,1,-1,823,49,0
2,3,2,-2,823,50,1
1,2,2,-2,823,51,1
1,2,2,-1,823,52,1
1,2,1,3,823,53,1
1,2,2,-2,823,54,1
1,4,1,2,823,55,0
1,2,1,2,823,56,0
1,2,1,1,823,57,0
1,2,1,-4,823,58,0
1,4,1,4,823,59,0
1,4,1,3,823,60,0
1,2,1,-4,823,61,0
1,2,1,-3,823,62,0
1,4,1,4,823,63,0
1,2,1,-5,823,64,0
2,3,2,1,823,65,0
2,3,2,2,823,66,0
2,3,2,5,823,67,0
2,3,2,2,823,68,0
2,3,2,3,823,69,0
1,2,1,-4,823,70,0
2,3,2,3,823,71,1
2,4,2,-1,823,72,1
2,3,2,4,823,73,1
2,4,2,1,823,74,1
2,4,2,1,823,75,0
2,3,2,3,823,76,0
2,4,2,-2,823,77,0
2,3,2,1,823,78,0
2,3,2,-2,823,79,0
2,3,2,0,823,80,0
2,3,2,1,823,81,0
1,4,1,-1,823,82,1
1,2,1,5,823,83,1
1,4,2,0,823,84,0
1,2,1,2,823,85,1
1,2,1,3,823,86,1
1,2,1,5,823,87,1
1,2,1,4,823,88,1
2,3,2,-1,823,89,0
1,2,1,4,823,90,1
1,2,1,3,823,91,1
1,2,1,3,823,92,1
1,4,1,3,823,93,1
1,2,1,5,823,94,1
1,4,1,3,823,95,0
2,3,1,4,823,96,1
2,3,1,4,823,97,1
1,2,2,0,823,98,0
1,2,2,-2,823,99,0
2,3,2,-1,823,100,1
2,3,2,-1,823,101,1
2,3,2,-2,823,102,1
2,3,1,-1,823,103,1
2,4,1,4,823,104,1
2,3,2,-4,823,105,1
2,3,2,-4,823,106,1
2,3,1,2,823,107,0
2,3,1,3,823,108,0
2,3,1,3,823,109,0
2,3,1,3,823,110,0
2,3,1,5,823,111,1
2,3,1,4,823,112,1
2,4,1,4,823,113,0
2,4,1,4,823,114,0
2,3,1,5,823,115,0
1,2,1,-1,823,116,1
1,2,1,-2,823,117,1
2,3,1,4,823,118,1
2,3,1,3,823,119,1
2,3,1,4,823,120,1
2,4,2,5,823,121,0
2,3,2,-1,823,122,0
1,2,2,-1,823,123,0
1,2,2,0,823,124,0
1,2,2,1,823,125,0
1,2,1,-1,443,1,0
1,2,1,1,443,2,0
1,4,1,-1,443,3,0
1,2,1,-1,443,4,0
1,4,1,-1,443,5,1
1,4,1,-2,443,6,1
1,4,1,-4,443,7,1
1,4,1,-3,443,8,1
1,2,1,-2,443,9,1
1,2,1,-1,443,10,1
1,2,1,1,443,11,1
1,2,1,2,443,12,1
1,4,1,-2,443,13,1
1,2,1,2,443,14,1
1,2,1,2,443,15,1
1,2,1,1,443,16,0
1,2,1,0,443,17,1
1,2,1,-2,443,18,1
1,2,1,0,443,19,1
1,2,1,-3,443,20,1
1,2,1,-4,443,21,1
1,2,1,-2,443,22,1
1,4,2,-2,443,23,0
1,2,1,-1,443,24,1
1,2,1,-1,443,25,0
1,2,1,0,443,26,0
1,2,1,2,443,27,0
1,2,1,4,443,28,1
1,2,1,1,443,29,0
1,2,1,0,443,30,0
1,2,1,-2,443,31,1
1,2,1,-4,443,32,1
1,2,2,-1,443,33,1
1,4,2,4,443,34,1
1,2,1,0,443,35,1
1,2,2,-1,443,36,1
1,2,1,0,443,37,1
1,2,1,-1,443,38,1
1,2,1,-1,443,39,0
1,2,1,0,443,40,1
1,2,1,1,443,41,1
1,2,1,3,443,42,1
1,2,2,-1,443,43,1
1,2,2,-1,443,44,1
1,2,1,3,443,45,1
1,4,1,3,443,46,1
1,2,1,1,443,47,1
1,4,1,2,443,48,0
1,2,1,0,443,49,0
1,2,1,1,443,50,1
1,2,2,0,443,51,0
1,2,1,-2,443,52,1
1,2,1,-2,443,53,1
1,2,2,2,443,54,1
1,2,2,-1,443,55,1
1,2,1,-4,443,56,0
1,4,2,2,443,57,0
1,2,1,-4,443,58,1
1,2,2,1,443,59,1
1,2,2,1,443,60,0
1,4,2,-1,443,61,0
1,2,2,4,443,62,1
1,2,2,5,443,63,0
1,2,2,3,443,64,0
1,4,2,-4,443,65,1
1,2,2,2,443,66,0
1,2,2,3,443,67,1
1,2,2,5,443,68,1
1,2,2,4,443,69,1
1,2,2,1,443,70,1
1,2,2,-3,443,71,0
1,2,2,0,443,72,0
1,2,2,-2,443,73,1
2,3,2,-2,443,74,0
1,4,1,-4,443,75,1
2,3,2,-1,443,76,0
1,2,2,3,443,77,1
1,2,2,2,443,78,1
1,4,2,-5,443,79,1
1,2,2,4,443,80,0
1,2,2,5,443,81,1
1,2,2,4,443,82,1
1,2,2,1,443,83,1
1,2,2,0,443,84,1
1,2,2,0,443,85,1
1,4,1,5,443,86,1
1,2,2,-1,443,87,1
1,2,2,-3,443,88,0
2,3,2,-3,443,89,0
2,3,2,1,443,90,1
2,3,2,0,443,91,0
2,3,2,1,443,92,0
2,3,2,0,443,93,0
2,3,2,0,443,94,0
1,2,1,-2,443,95,1
2,3,2,-1,443,96,1
2,3,2,-3,443,97,0
1,2,1,4,443,98,0
1,2,1,3,443,99,1
1,2,1,2,443,100,1
1,4,2,-4,443,101,1
1,4,1,-5,443,102,0
1,2,1,3,443,103,0
1,2,1,2,443,104,1
1,2,1,3,443,105,1
1,2,1,5,443,106,1
1,2,1,5,443,107,1
1,2,1,3,443,108,1
1,4,1,-4,443,109,1
1,2,1,4,443,110,0
1,2,1,4,443,111,0
1,2,1,1,443,112,0
1,2,1,-1,443,113,1
1,2,1,0,443,114,1
1,2,1,0,443,115,0
1,2,1,2,443,116,1
1,4,1,-2,443,117,1
1,4,1,1,443,118,1
1,2,1,2,443,119,1
1,2,1,2,443,120,1
1,2,1,5,443,121,0
1,2,1,1,443,122,0
1,2,1,-1,443,123,0
1,2,1,1,443,124,0
1,2,1,1,443,125,1
1,2,2,2,433,1,0
1,2,2,3,433,2,0
1,2,2,3,433,3,0
1,2,2,2,433,4,0
1,2,2,4,433,5,0
1,2,2,3,433,6,0
1,2,2,0,433,7,0
1,2,2,-1,433,8,0
1,2,2,0,433,9,0
1,2,2,-1,433,10,0
1,2,2,-5,433,11,0
