Action1,S2,Action2,Re,subject,round,rt2
1,4,2,3,4,1,0
2,3,1,-5,4,2,0
1,2,2,4,4,3,0
1,2,2,1,4,4,1
1,4,2,4,4,5,0
1,2,2,3,4,6,1
1,2,2,-1,4,7,1
1,2,2,-1,4,8,0
1,2,2,-1,4,9,1
1,2,2,-2,4,10,0
1,2,2,2,4,11,0
1,2,2,1,4,12,1
1,2,2,-2,4,13,0
2,4,2,4,4,14,0
1,2,2,-2,4,15,0
2,3,1,1,4,16,1
2,3,1,-1,4,17,0
2,3,1,1,4,18,0
2,4,2,1,4,19,0
2,3,1,5,4,20,0
2,3,1,3,4,21,1
2,4,1,3,4,22,0
2,3,1,4,4,23,0
2,3,1,3,4,24,1
2,3,1,3,4,25,1
2,3,1,0,4,26,0
1,2,2,-4,4,27,0
2,3,2,-3,4,28,0
2,3,1,3,4,29,0
2,4,1,2,4,30,0
2,3,1,1,4,31,1
1,2,2,-1,4,32,1
1,2,2,-3,4,33,0
2,3,1,5,4,34,1
2,4,2,1,4,35,1
2,3,1,5,4,36,1
2,3,1,1,4,37,0
2,4,1,3,4,38,0
2,3,1,2,4,39,1
1,4,2,4,4,40,0
2,3,1,1,4,41,1
2,4,1,4,4,42,1
2,3,1,2,4,43,0
2,3,1,1,4,44,0
1,2,2,-2,4,45,1
2,4,1,5,4,46,1
2,3,1,-1,4,47,0
2,3,1,0,4,48,1
2,3,2,-2,4,49,0
1,4,1,2,4,50,1
2,3,2,-5,4,51,1
1,2,2,3,4,52,0
1,4,1,-3,4,53,1
1,2,2,2,4,54,0
1,4,1,-2,4,55,1
1,2,2,1,4,56,0
1,4,1,-3,4,57,0
1,2,2,1,4,58,1
1,2,2,2,4,59,1
1,2,2,4,4,60,1
1,4,2,-1,4,61,0
2,3,1,-2,4,62,1
1,4,2,-3,4,63,0
1,2,2,0,4,64,1
1,2,2,-1,4,65,1
1,2,1,2,4,66,1
1,2,1,4,4,67,0
1,2,1,5,4,68,0
1,2,1,4,4,69,0
1,2,1,3,4,70,0
1,2,2,-4,4,71,0
1,2,1,-1,4,72,0
1,2,2,-3,4,73,0
1,2,1,-1,4,74,1
1,2,2,-3,4,75,1
1,2,1,-2,4,76,0
2,3,1,-3,4,77,0
1,4,2,0,4,78,1
1,2,1,-2,4,79,0
1,2,1,-2,4,80,0
1,4,2,1,4,81,1
1,2,2,-3,4,82,0
1,4,1,5,4,83,1
1,2,1,-1,4,84,1
1,2,1,0,4,85,0
1,2,1,1,4,86,1
1,4,2,0,4,87,1
