Action1,S2,Action2,Re,subject,round
1,4,1,1,766,1
2,3,2,4,766,2
2,3,2,2,766,3
2,3,2,0,766,4
2,3,2,3,766,5
2,3,2,2,766,6
2,3,2,0,766,7
2,4,2,-4,766,8
2,3,1,2,766,9
2,3,1,0,766,10
2,3,1,0,766,11
2,3,1,-2,766,12
1,2,2,0,766,13
2,3,2,0,766,14
2,4,2,-3,766,15
1,2,1,3,766,16
1,2,1,5,766,17
1,4,1,-4,766,18
1,4,1,-4,766,19
1,2,1,4,766,20
1,4,1,-5,766,21
1,2,1,4,766,22
1,2,1,2,766,23
1,2,1,0,766,24
2,3,2,3,766,25
2,3,2,5,766,26
2,3,2,4,766,27
2,3,2,0,766,28
2,3,2,-2,766,29
1,2,1,4,766,30
1,2,1,3,766,31
1,2,1,5,766,32
1,4,1,3,766,33
1,2,1,4,766,34
1,2,1,2,766,35
1,4,1,4,766,36
1,2,1,3,766,37
1,2,1,4,766,38
1,4,1,2,766,39
1,2,1,-4,766,40
1,2,1,-4,766,41
1,2,1,-2,766,42
1,2,1,-2,766,43
1,4,2,-5,766,44
1,2,2,0,766,45
1,2,2,0,766,46
1,2,2,5,766,47
1,4,2,-2,766,48
2,3,1,0,766,49
1,4,1,0,766,50
1,4,2,3,766,51
1,4,2,0,766,52
2,4,2,-5,766,53
2,3,1,3,766,54
2,3,1,5,766,55
1,2,1,4,766,56
1,2,1,4,766,57
1,2,1,5,766,58
1,2,1,2,766,59
1,4,1,4,766,60
1,2,1,0,766,61
1,2,2,0,766,62
2,3,1,-5,766,63
1,2,1,2,766,64
1,2,1,4,766,65
1,4,1,3,766,66
1,2,1,0,766,67
1,4,1,0,766,68
1,2,1,3,766,69
1,4,1,2,766,70
1,4,1,0,766,71
1,2,1,0,766,72
1,2,1,0,766,73
1,4,1,-4,766,74
1,2,1,0,766,75
2,3,1,0,766,76
2,3,2,0,766,77
1,2,1,0,766,78
1,2,1,-4,766,79
1,2,1,-3,766,80
1,4,1,0,766,81
1,2,1,-3,766,82
1,2,1,0,766,83
2,3,1,4,766,84
2,4,1,-3,766,85
1,2,1,0,766,86
1,2,1,0,766,87
2,4,2,0,766,88
2,3,1,0,766,89
1,2,2,3,766,90
1,4,2,-2,766,91
1,4,1,0,766,92
1,4,1,2,766,93
2,3,2,0,766,94
2,3,2,0,766,95
1,4,2,2,766,96
2,3,1,3,766,97
1,4,1,3,766,98
2,3,2,-3,766,99
2,4,1,3,766,100
2,3,1,0,766,101
2,3,1,0,766,102
1,2,2,-4,766,103
2,3,2,2,766,104
2,3,1,5,766,105
2,4,1,0,766,106
2,3,1,0,766,107
2,3,1,0,766,108
2,3,1,0,766,109
2,3,1,3,766,110
2,3,1,5,766,111
2,4,1,0,766,112
1,4,1,2,766,113
2,3,1,3,766,114
1,2,2,0,766,115
2,3,1,4,766,116
2,3,1,4,766,117
2,4,1,0,766,118
2,3,1,2,766,119
2,3,1,0,766,120
2,3,1,2,766,121
2,3,1,0,766,122
2,3,1,-2,766,123
2,3,1,-4,766,124
2,3,2,0,766,125
2,3,2,-2,766,126
1,2,1,-2,766,127
2,3,1,-3,766,128
1,4,2,-2,766,129
2,3,1,-4,766,130
2,4,1,-3,766,131
2,3,2,-3,766,132
2,3,1,0,766,133
2,3,1,0,766,134
2,3,2,-4,766,135
1,2,2,-2,766,136
1,4,2,0,766,137
1,2,2,-4,766,138
1,2,2,-4,766,139
1,4,1,4,766,140
1,2,1,-3,766,141
2,3,1,-3,766,142
2,4,1,3,766,143
2,3,1,0,766,144
2,3,1,-2,766,145
2,4,1,5,766,146
2,4,1,5,766,147
2,3,1,0,766,148
1,2,1,-4,766,149
2,3,1,4,766,150
2,4,1,2,766,151
2,4,1,3,766,152
2,4,1,0,766,153
2,4,1,0,766,154
2,3,1,3,766,155
2,4,1,-2,766,156
2,3,1,2,766,157
2,3,1,3,766,158
2,3,1,0,766,159
2,3,1,-4,766,160
2,3,1,-2,766,161
2,3,1,-3,766,162
2,3,1,-4,766,163
2,3,1,-2,766,164
2,3,2,5,766,165
2,3,2,4,766,166
2,3,2,4,766,167
2,3,2,3,766,168
1,2,2,0,766,169
2,3,2,0,766,170
2,4,2,-4,766,171
2,3,2,0,766,172
2,3,2,-2,766,173
2,3,2,0,766,174
2,3,2,-3,766,175
1,4,2,-2,976,1
1,4,2,-2,976,2
1,4,2,0,976,3
1,4,2,0,976,4
1,2,2,-2,976,5
1,2,2,-3,976,6
2,3,2,2,976,7
2,4,2,0,976,8
1,2,1,-2,976,9
2,3,2,-2,976,10
2,4,2,-2,976,11
2,4,1,-4,976,12
2,3,2,0,976,13
2,3,2,0,976,14
2,3,2,0,976,15
2,4,2,0,976,16
2,4,2,-2,976,17
2,3,2,-4,976,18
2,3,1,5,976,19
1,2,1,0,976,20
2,3,1,4,976,21
2,4,1,-4,976,22
1,2,1,2,976,23
1,2,1,2,976,24
2,3,2,3,976,25
2,3,1,2,976,26
2,3,1,4,976,27
2,3,1,3,976,28
2,3,1,2,976,29
2,4,1,0,976,30
2,3,1,4,976,31
2,3,1,4,976,32
2,3,1,4,976,33
2,3,1,5,976,34
2,3,1,4,976,35
2,3,1,4,976,36
2,4,1,-3,976,37
2,4,1,-5,976,38
2,3,1,4,976,39
2,4,1,-2,976,40
2,3,1,4,976,41
2,3,1,3,976,42
2,3,1,3,976,43
2,3,1,0,976,44
2,4,1,3,976,45
2,4,1,2,976,46
2,3,1,0,976,47
2,4,1,3,976,48
2,3,1,0,976,49
2,3,1,-2,976,50
2,3,1,-4,976,51
1,2,1,-4,976,52
2,4,2,-2,976,53
2,3,1,-2,976,54
2,3,1,0,976,55
1,2,1,0,976,56
1,2,1,0,976,57
1,2,1,4,976,58
1,2,1,3,976,59
1,2,1,4,976,60
1,2,1,4,976,61
1,2,1,3,976,62
1,2,1,2,976,63
1,2,1,0,976,64
1,2,1,0,976,65
1,2,1,0,976,66
1,2,1,0,976,67
1,2,1,0,976,68
2,3,1,-2,976,69
1,2,2,-3,976,70
1,4,2,3,976,71
1,2,1,-3,976,72
2,3,2,3,976,73
2,4,2,0,976,74
2,3,2,3,976,75
2,3,2,2,976,76
1,2,1,-5,976,77
1,2,1,-4,976,78
1,4,2,-3,976,79
2,3,1,-4,976,80
2,3,1,-2,976,81
2,3,1,0,976,82
2,4,1,0,976,83
2,3,1,0,976,84
2,3,2,5,976,85
