Action1,S2,Action2,Re,subject,round,rt2
1,3,2,-1,983,1,1
2,3,1,5,983,2,1
2,3,1,5,983,3,0
1,2,2,-4,983,4,0
1,2,1,-2,983,5,0
1,2,2,-5,983,6,1
2,3,1,-3,983,7,0
2,3,1,0,983,8,0
1,2,1,-2,983,9,0
1,2,2,-2,983,10,0
2,3,2,-4,983,11,0
2,3,1,0,983,12,0
1,3,1,0,983,13,1
1,2,2,-2,983,14,0
1,2,1,-1,983,15,0
2,3,1,-3,983,16,1
2,3,1,-3,983,17,0
2,2,2,-5,983,18,0
2,3,1,-4,983,19,0
2,3,1,-3,983,20,0
2,2,1,-1,983,21,1
2,3,1,2,983,22,1
1,2,1,-1,983,23,1
2,3,1,2,983,24,0
2,3,1,2,983,25,0
2,3,1,2,983,26,1
2,3,2,-2,983,27,0
1,2,1,-2,983,28,0
2,3,1,-2,983,29,0
1,2,1,-3,983,30,0
1,3,1,1,983,31,1
1,2,1,-5,983,32,0
1,3,2,-2,983,33,0
1,2,2,-4,983,34,0
1,3,2,-5,983,35,0
1,2,2,-2,983,36,0
1,2,2,-3,983,37,0
1,2,1,-3,983,38,0
1,2,1,-4,983,39,1
1,2,1,-1,983,40,1
2,3,2,2,983,41,0
1,2,2,-3,983,42,0
1,2,1,1,983,43,0
1,3,2,4,983,44,1
2,3,2,4,983,45,0
1,2,1,2,983,46,0
2,3,1,5,983,47,1
1,2,2,2,983,48,0
2,3,1,5,983,49,0
2,2,1,-2,983,50,1
2,3,1,4,983,51,1
2,3,1,3,983,52,1
1,2,2,-3,983,53,1
1,2,1,-4,983,54,0
2,3,1,4,983,55,1
1,2,1,0,983,56,1
2,3,2,4,983,57,0
2,3,1,5,983,58,0
1,2,1,-4,983,59,0
1,2,1,-3,983,60,1
1,2,1,-5,983,61,1
2,3,1,3,983,62,1
2,3,1,4,983,63,1
2,3,2,-3,983,64,0
2,3,2,-2,983,65,1
1,2,1,-4,983,66,0
1,2,1,-5,983,67,0
2,2,1,-4,983,68,1
2,3,2,5,983,69,0
2,3,1,0,983,70,0
1,2,1,5,983,71,1
1,2,1,5,983,72,1
1,2,2,2,983,73,0
2,3,2,1,983,74,0
2,3,1,1,983,75,0
1,2,2,0,983,76,0
1,2,2,0,983,77,1
2,3,2,5,983,78,0
2,2,2,-2,983,79,0
2,3,1,-5,983,80,0
2,2,2,-2,983,81,0
2,3,2,3,983,82,0
2,3,2,2,983,83,1
2,3,2,0,983,84,0
1,2,1,0,983,85,0
1,2,1,0,983,86,1
1,2,1,-1,983,87,1
1,2,1,1,983,88,1
2,3,2,-4,983,89,1
1,2,2,-5,983,90,1
1,2,1,-1,983,91,1
2,3,1,-5,983,92,1
1,2,2,-2,983,93,0
1,3,2,-1,983,94,1
2,3,2,-4,983,95,0
1,2,1,-4,983,96,0
2,3,2,-4,983,97,0
1,3,1,-2,983,98,1
2,3,1,-2,983,99,0
2,3,1,-1,983,100,0
2,2,1,-5,983,101,1
1,2,2,-1,983,102,0
2,2,1,-2,983,103,0
1,2,2,0,983,104,0
2,3,2,-4,983,105,0
2,3,1,-2,983,106,0
1,2,1,-4,983,107,0
1,3,2,-1,983,108,1
2,3,1,-2,983,109,0
1,2,1,-3,983,110,1
1,2,1,-3,983,111,0
1,2,1,-4,983,112,1
2,3,1,-3,983,113,1
2,2,2,-1,983,114,1
1,2,2,-2,983,115,0
2,3,2,5,983,116,0
1,2,2,-2,983,117,1
1,2,2,-3,983,118,1
2,3,2,1,983,119,0
2,3,1,1,983,120,0
1,2,1,3,983,121,0
2,3,2,2,983,122,0
2,2,2,-3,983,123,0
2,3,2,5,983,124,1
1,3,1,-4,983,125,0
1,2,1,0,214,1,0
1,2,1,1,214,2,0
1,2,1,0,214,3,0
1,2,1,-4,214,4,0
1,2,1,-1,214,5,0
1,2,1,-2,214,6,0
1,3,1,0,214,7,0
1,2,1,-2,214,8,0
1,2,1,-1,214,9,0
2,3,1,0,214,10,1
2,3,1,2,214,11,1
2,3,1,3,214,12,0
2,2,1,-4,214,13,0
2,2,2,4,214,14,0
1,2,2,3,214,15,1
1,3,1,3,214,16,1
1,2,2,2,214,17,1
1,2,2,2,214,18,1
1,2,1,-1,214,19,0
1,2,1,-1,214,20,0
1,3,2,1,214,21,1
1,2,2,2,214,22,1
1,2,2,5,214,23,1
1,3,1,3,214,24,1
2,3,2,-4,214,25,0
1,2,1,3,214,26,0
1,2,2,2,214,27,1
2,3,1,4,214,28,1
1,2,1,3,214,29,0
1,2,2,1,214,30,0
1,3,2,-4,214,31,0
2,3,1,3,214,32,1
1,2,1,0,214,33,0
1,3,1,5,214,34,0
1,2,1,-2,214,35,0
2,3,1,3,214,36,1
2,2,2,1,214,37,1
2,3,1,4,214,38,1
2,3,1,3,214,39,1
2,2,1,-5,214,40,0
2,3,1,3,214,41,0
2,3,1,2,214,42,1
2,3,1,1,214,43,1
1,2,1,-1,214,44,1
1,2,1,-3,214,45,1
1,2,2,-4,214,46,0
2,3,1,3,214,47,1
2,3,1,2,214,48,1
2,3,1,4,214,49,1
2,2,1,-3,214,50,1
2,3,1,2,214,51,1
2,3,1,3,214,52,1
2,3,1,4,214,53,1
2,2,1,4,214,54,1
2,2,1,1,214,55,1
2,3,1,4,214,56,1
2,3,1,1,214,57,1
2,3,1,1,214,58,1
1,2,1,3,214,59,1
1,3,1,-3,214,60,1
1,2,1,4,214,61,1
1,3,1,-3,214,62,1
2,3,1,-1,214,63,0
2,3,1,-2,214,64,0
1,2,1,1,214,65,1
1,2,1,3,214,66,1
1,3,1,0,214,67,1
1,3,1,0,214,68,0
1,2,1,-3,214,69,0
2,3,1,1,214,70,0
2,3,1,0,214,71,0
2,3,1,1,214,72,0
2,3,1,1,214,73,0
2,3,1,4,214,74,0
2,2,1,-1,214,75,0
2,3,1,3,214,76,0
2,3,1,-1,214,77,0
2,3,1,0,214,78,0
2,2,1,0,214,79,0
2,3,1,-1,214,80,0
2,3,2,1,214,81,1
2,3,2,2,214,82,0
2,2,2,-1,214,83,0
2,3,2,0,214,84,0
2,3,2,0,214,85,0
2,3,2,1,214,86,0
1,2,2,-1,214,87,1
1,2,2,-1,214,88,1
2,3,2,-3,214,89,1
2,3,2,-3,214,90,1
2,3,1,3,214,91,0
2,3,1,4,214,92,0
2,3,1,2,214,93,0
2,3,1,1,214,94,0
2,3,1,1,214,95,1
2,2,1,-5,214,96,1
2,3,1,-3,214,97,1
1,3,1,-4,214,98,0
1,3,1,-3,214,99,0
2,3,2,-2,214,100,0
1,2,2,0,214,101,0
1,2,2,0,214,102,0
1,3,2,-4,214,103,0
1,2,2,2,214,104,1
1,2,2,0,214,105,1
2,3,2,-2,214,106,0
2,3,2,-3,214,107,0
1,3,2,-3,214,108,0
1,2,1,2,214,109,0
1,2,1,3,214,110,0
1,2,1,1,214,111,0
1,2,1,1,214,112,1
1,2,1,1,214,113,1
1,3,2,-2,214,114,1
1,3,2,-1,214,115,1
1,2,2,-4,214,116,1
1,2,1,4,214,117,1
1,2,1,4,214,118,0
1,3,1,3,214,119,0
1,3,1,-1,214,120,0
1,2,1,2,214,121,0
1,2,1,3,214,122,0
1,2,1,3,214,123,0
1,3,1,4,214,124,0
1,2,1,4,214,125,0
1,2,2,-3,351,1,0
1,2,1,-4,351,2,1
1,2,2,0,351,3,0
2,3,1,-2,351,4,1
2,3,2,-2,351,5,1
2,3,2,-4,351,6,1
2,2,2,1,351,7,0
2,3,2,-4,351,8,0
2,3,1,-4,351,9,1
1,2,1,0,351,10,0
2,3,1,-1,351,11,0
2,2,2,-5,351,12,0
1,2,2,-5,351,13,0
2,3,1,-2,351,14,1
2,3,1,-3,351,15,0
2,3,2,-1,351,16,0
1,2,2,-3,351,17,0
1,2,2,0,351,18,1
1,2,1,-3,351,19,0
2,3,2,0,351,20,1
1,2,1,2,351,21,1
1,3,2,3,351,22,0
1,2,1,2,351,23,0
1,2,2,1,351,24,1
2,3,1,3,351,25,0
1,3,2,3,351,26,0
2,3,1,3,351,27,0
2,3,1,2,351,28,0
1,2,2,3,351,29,0
2,3,1,5,351,30,1
2,3,1,4,351,31,0
1,3,2,4,351,32,0
1,2,1,4,351,33,1
1,2,1,4,351,34,0
2,2,2,0,351,35,0
1,2,1,0,351,36,1
1,2,2,-1,351,37,0
2,3,1,-5,351,38,1
1,2,2,2,351,39,0
2,3,1,-5,351,40,1
2,3,2,2,351,41,0
2,3,1,-3,351,42,1
1,3,2,4,351,43,0
2,3,1,-4,351,44,0
1,2,2,3,351,45,1
2,2,2,3,351,46,0
1,2,1,5,351,47,0
2,2,1,2,351,48,1
1,2,2,4,351,49,1
2,2,2,4,351,50,0
2,3,2,-5,351,51,1
2,3,1,5,351,52,0
2,3,2,1,351,53,0
2,3,1,3,351,54,1
2,3,1,0,351,55,0
2,3,1,-2,351,56,1
2,3,1,0,351,57,0
2,3,2,1,351,58,0
1,3,1,3,351,59,0
1,2,2,5,351,60,0
2,2,1,-4,351,61,0
2,3,1,-1,351,62,0
1,2,2,5,351,63,0
1,2,2,3,351,64,1
1,3,2,3,351,65,1
1,2,1,-4,351,66,0
2,3,2,0,351,67,1
1,2,1,-5,351,68,0
2,3,1,1,351,69,1
2,3,2,2,351,70,0
1,3,1,2,351,71,0
1,2,2,5,351,72,0
2,3,1,1,351,73,1
1,2,2,4,351,74,0
2,2,1,-5,351,75,0
2,3,2,1,351,76,0
2,3,2,4,351,77,0
1,2,2,4,351,78,0
2,3,2,4,351,79,1
2,2,2,5,351,80,0
1,2,1,-5,351,81,0
1,3,1,2,351,82,0
2,2,2,2,351,83,1
2,3,1,0,351,84,0
2,2,2,2,351,85,1
1,2,2,5,351,86,1
1,2,1,3,351,87,0
1,3,2,-1,351,88,0
1,2,1,2,351,89,0
1,2,2,4,351,90,1
1,3,2,2,351,91,1
1,2,2,4,351,92,1
2,3,1,2,351,93,0
1,2,1,0,351,94,1
1,2,1,2,351,95,0
2,3,1,-4,351,96,0
2,3,2,1,351,97,0
2,3,2,-2,351,98,0
1,2,2,2,351,99,0
1,2,2,2,351,100,0
1,2,2,3,351,101,1
2,3,1,2,351,102,0
2,3,2,-5,351,103,1
1,3,1,2,351,104,0
1,2,2,5,351,105,1
2,2,1,-5,351,106,0
1,2,2,3,351,107,1
2,3,2,-1,351,108,0
1,2,1,-1,351,109,1
2,2,2,-4,351,110,0
1,2,1,-2,351,111,0
2,3,2,0,351,112,1
1,2,2,-4,351,113,0
1,2,2,-4,351,114,0
2,2,1,-4,351,115,0
1,2,2,-5,351,116,0
1,2,2,-4,351,117,0
2,3,1,2,351,118,0
2,3,2,0,351,119,1
2,3,2,2,351,120,1
1,2,1,4,351,121,1
1,2,2,-2,351,122,0
2,3,2,-2,351,123,0
1,2,1,4,351,124,1
2,3,1,2,351,125,1
1,2,2,-1,750,1,0
1,2,2,-2,750,2,1
1,2,1,3,750,3,0
2,2,2,-4,750,4,0
1,2,1,0,750,5,0
1,2,2,-4,750,6,0
1,3,1,5,750,7,0
1,3,1,2,750,8,1
1,2,1,1,750,9,1
2,3,1,5,750,10,0
2,3,1,3,750,11,0
2,3,1,0,750,12,1
1,3,1,-1,750,13,0
2,3,1,0,750,14,1
2,3,1,2,750,15,1
2,3,1,-2,750,16,0
1,2,1,-4,750,17,0
2,2,1,-5,750,18,1
1,3,2,5,750,19,0
1,3,2,5,750,20,1
1,2,2,1,750,21,0
1,2,2,-1,750,22,0
1,2,2,-1,750,23,1
1,2,2,4,750,24,1
1,2,2,5,750,25,0
1,3,2,1,750,26,0
1,2,2,5,750,27,1
1,2,2,3,750,28,0
1,2,2,2,750,29,0
1,3,2,1,750,30,1
1,2,2,5,750,31,1
1,2,2,4,750,32,1
1,2,2,3,750,33,0
2,3,1,-1,750,34,0
1,3,2,4,750,35,0
1,2,2,2,750,36,1
1,2,2,3,750,37,0
1,2,2,4,750,38,0
1,2,2,4,750,39,0
1,2,2,3,750,40,1
1,3,2,1,750,41,1
1,2,2,4,750,42,0
1,2,2,5,750,43,0
1,2,2,4,750,44,0
1,3,2,-4,750,45,1
1,2,2,4,750,46,0
1,2,2,4,750,47,0
1,2,2,2,750,48,1
2,3,1,1,750,49,0
1,2,2,4,750,50,1
1,3,2,0,750,51,1
1,2,2,4,750,52,1
1,2,2,5,750,53,0
1,2,2,4,750,54,1
2,2,2,3,750,55,0
1,2,2,4,750,56,1
1,2,2,4,750,57,0
1,2,2,1,750,58,1
1,2,2,-1,750,59,1
1,3,1,-3,750,60,1
2,3,2,1,750,61,0
2,3,2,-2,750,62,1
1,2,2,-2,750,63,0
1,2,2,-4,750,64,0
1,2,1,4,750,65,0
2,2,1,3,750,66,1
2,3,1,1,750,67,1
2,2,1,1,750,68,1
1,2,1,-1,750,69,0
2,2,1,-1,750,70,0
2,3,1,0,750,71,1
2,3,1,2,750,72,1
2,3,1,3,750,73,0
2,3,2,1,750,74,0
2,2,2,0,750,75,1
1,2,2,2,750,76,1
1,2,1,2,750,77,0
1,3,2,-1,750,78,0
2,2,2,4,750,79,0
1,2,2,2,750,80,0
1,2,2,5,750,81,1
1,3,2,-3,750,82,1
1,3,1,-4,750,83,1
2,3,2,-5,750,84,1
2,3,1,-4,750,85,0
1,2,2,1,750,86,1
1,2,2,0,750,87,0
1,2,2,-1,750,88,1
1,2,2,-3,750,89,0
1,2,1,3,750,90,0
1,2,1,1,750,91,1
1,2,1,4,750,92,1
1,2,1,2,750,93,1
1,2,1,0,750,94,0
1,2,1,-2,750,95,0
1,2,1,-3,750,96,1
2,3,2,2,750,97,0
1,2,2,-2,750,98,1
2,3,2,3,750,99,0
2,3,2,5,750,100,1
2,3,2,5,750,101,1
2,2,1,-3,750,102,1
2,3,2,4,750,103,0
2,3,2,5,750,104,0
1,2,2,2,750,105,0
2,3,2,2,750,106,0
2,3,2,0,750,107,0
2,3,2,-1,750,108,1
1,2,2,1,750,109,1
1,2,2,3,750,110,1
1,2,2,2,750,111,0
1,2,2,3,750,112,1
1,2,2,3,750,113,1
1,3,2,0,750,114,0
1,2,2,3,750,115,0
2,2,1,3,750,116,0
2,3,2,5,750,117,1
2,3,2,4,750,118,1
1,2,2,1,750,119,0
2,3,2,1,750,120,1
1,3,2,-1,750,121,1
1,2,2,4,750,122,0
1,2,2,3,750,123,0
1,3,2,-4,750,124,1
1,2,1,0,750,125,0
2,3,1,0,795,1,1
2,3,1,1,795,2,1
2,3,1,0,795,3,1
2,3,1,2,795,4,1
2,3,1,4,795,5,1
2,3,1,4,795,6,1
2,3,1,3,795,7,1
2,3,1,4,795,8,1
2,3,1,4,795,9,1
2,2,1,1,795,10,1
2,3,1,1,795,11,1
2,3,1,1,795,12,1
2,3,1,0,795,13,1
2,3,1,2,795,14,1
2,3,1,2,795,15,1
2,3,1,3,795,16,1
2,3,1,2,795,17,1
2,3,1,1,795,18,1
2,3,1,1,795,19,1
2,3,1,-2,795,20,1
2,3,1,-2,795,21,1
2,2,1,-3,795,22,1
2,3,1,-4,795,23,1
2,2,1,-2,795,24,1
2,3,1,-4,795,25,1
2,3,1,-3,795,26,1
2,2,1,-2,795,27,1
2,3,1,1,795,28,1
2,2,1,0,795,29,1
2,3,1,3,795,30,1
2,3,1,2,795,31,0
2,3,1,-1,795,32,1
2,2,1,2,795,33,0
2,3,1,2,795,34,1
2,3,1,3,795,35,0
2,3,1,4,795,36,0
2,3,1,2,795,37,0
2,3,1,2,795,38,0
2,3,1,3,795,39,1
2,2,1,4,795,40,1
2,2,1,3,795,41,1
2,2,1,5,795,42,1
2,2,1,4,795,43,1
2,2,1,3,795,44,1
2,3,1,5,795,45,1
2,3,1,4,795,46,1
2,3,1,2,795,47,1
2,3,1,1,795,48,1
2,3,1,0,795,49,1
2,3,1,0,795,50,1
2,3,1,0,795,51,1
2,3,1,1,795,52,1
2,3,1,0,795,53,0
2,3,1,-2,795,54,0
2,2,1,0,795,55,1
2,3,1,-4,795,56,0
2,3,1,-4,795,57,0
1,3,1,-4,795,58,0
1,2,1,-4,795,59,0
1,2,1,-3,795,60,0
1,2,1,-1,795,61,0
1,2,1,-3,795,62,0
1,2,1,-3,795,63,0
2,3,1,-1,795,64,0
2,2,1,0,795,65,0
2,3,1,-3,795,66,0
2,3,1,-2,795,67,1
1,2,1,3,795,68,0
1,3,1,-4,795,69,0
2,2,1,1,795,70,0
1,2,1,-2,795,71,0
2,3,1,-5,795,72,1
1,2,1,-4,795,73,0
1,2,1,-4,795,74,1
1,2,2,-3,795,75,0
1,3,1,0,795,76,1
1,3,1,1,795,77,1
1,2,1,1,795,78,1
1,2,1,1,795,79,1
1,3,1,3,795,80,1
1,2,1,2,795,81,1
1,2,1,-1,795,82,1
1,2,1,-2,795,83,1
2,2,1,1,795,84,0
1,3,1,-3,795,85,0
1,2,1,-1,795,86,0
1,2,1,-1,795,87,0
1,2,1,1,795,88,0
1,2,1,1,795,89,0
1,2,1,-1,795,90,0
1,3,1,1,795,91,0
1,2,1,0,795,92,1
2,3,1,2,795,93,0
2,3,1,1,795,94,0
2,3,1,1,795,95,0
2,2,1,1,795,96,1
1,2,1,1,795,97,0
2,3,1,-1,795,98,1
1,2,1,5,795,99,1
1,2,1,2,795,100,1
1,2,1,2,795,101,1
1,2,1,1,795,102,1
1,2,1,2,795,103,1
1,2,1,1,795,104,1
1,2,1,4,795,105,1
1,2,1,5,795,106,1
1,2,1,3,795,107,1
1,2,1,1,795,108,1
1,2,1,-1,795,109,1
2,3,1,-3,795,110,1
1,2,1,-4,795,111,0
1,2,1,-4,795,112,0
1,2,1,-2,795,113,1
2,3,1,-2,795,114,0
2,2,1,0,795,115,0
2,2,1,-1,795,116,0
2,3,1,-4,795,117,1
1,2,1,-5,795,118,0
2,2,2,0,795,119,1
