Action1,S2,Action2,Re,subject,round,rt2
2,3,2,0,655,1,1
1,2,2,-5,655,2,1
2,3,1,0,655,3,0
2,3,2,-5,655,4,0
1,2,2,-5,655,5,1
1,2,2,-4,655,6,0
1,2,1,0,655,7,0
2,3,1,-3,655,8,0
2,3,1,-4,655,9,0
2,3,2,-5,655,10,0
1,2,2,-3,655,11,0
1,2,1,5,655,12,0
2,3,1,-4,655,13,0
1,2,1,4,655,14,1
1,2,1,2,655,15,0
1,2,2,2,655,16,1
2,4,2,0,655,17,0
2,3,2,-4,655,18,1
2,3,2,-2,655,19,0
2,3,2,-1,655,20,1
2,3,1,-5,655,21,0
2,3,1,-2,655,22,0
1,2,1,4,655,23,1
1,2,1,1,655,24,1
2,3,1,-4,655,25,1
1,4,1,1,655,26,0
2,4,1,2,655,27,0
2,3,1,0,655,28,1
1,4,1,3,655,29,1
1,2,1,-4,655,30,0
1,2,2,1,655,31,0
1,4,2,4,655,32,0
2,3,2,-5,655,33,1
2,3,1,-2,655,34,0
1,2,2,1,655,35,0
2,4,2,2,655,36,0
1,2,1,-1,655,37,0
1,2,1,-1,655,38,0
1,4,2,2,655,39,0
1,2,2,-2,655,40,0
2,3,2,4,655,41,1
1,4,1,1,655,42,0
2,3,2,5,655,43,0
1,2,2,-3,655,44,1
1,2,2,-1,655,45,1
2,3,2,4,655,46,1
2,3,1,-3,655,47,0
2,4,1,1,655,48,0
1,2,2,-4,655,49,1
1,2,1,5,655,50,0
2,3,2,-3,655,51,0
1,2,2,-2,655,52,1
1,2,1,-1,655,53,1
1,2,1,0,655,54,0
2,3,2,-5,655,55,1
2,3,2,-4,655,56,1
1,2,2,2,655,57,0
2,3,2,-2,655,58,1
2,3,2,1,655,59,0
1,2,2,-3,655,60,0
1,4,1,-2,655,61,0
1,4,2,-1,655,62,0
1,2,2,-4,655,63,0
1,2,1,1,655,64,1
1,2,1,2,655,65,0
1,2,2,1,655,66,0
2,4,1,-3,655,67,1
1,2,2,0,655,68,0
1,4,2,-3,655,69,0
1,2,2,0,655,70,1
1,4,1,-4,655,71,0
1,4,1,-3,655,72,0
