Action1,S2,Action2,Re,subject,round,rt2
2,3,1,-5,6398,1,1
1,2,2,-3,6398,2,1
1,2,1,5,6398,3,1
2,3,2,-3,6398,4,1
1,2,1,2,6398,5,1
1,2,1,2,6398,6,1
2,2,2,-2,6398,7,1
2,3,2,-3,6398,8,1
1,3,2,-3,6398,9,1
2,3,2,-5,6398,10,1
2,3,2,-4,6398,11,1
1,3,2,-3,6398,12,1
2,3,1,1,6398,13,1
1,2,1,4,6398,14,1
2,3,2,5,6398,15,1
1,2,1,3,6398,16,1
1,2,1,-1,6398,17,1
2,3,1,-2,6398,18,1
1,2,1,-2,6398,19,1
2,3,1,3,6398,20,1
1,2,2,-1,6398,21,1
2,3,1,1,6398,22,1
1,2,2,-1,6398,23,1
2,3,2,2,6398,24,1
2,3,2,3,6398,25,1
2,2,2,0,6398,26,1
2,3,2,4,6398,27,1
2,3,2,4,6398,28,1
2,3,1,3,6398,29,1
2,2,2,4,6398,30,1
1,2,2,4,6398,31,1
2,3,1,3,6398,32,1
2,3,2,2,6398,33,1
1,2,1,0,6398,34,1
2,2,2,4,6398,35,1
1,2,1,-3,6398,36,1
2,3,1,-3,6398,37,1
1,3,1,-2,6398,38,1
1,3,1,-5,6398,39,1
1,3,2,-4,6398,40,1
1,2,1,-4,6398,41,1
2,3,1,-1,6398,42,1
1,3,2,-2,6398,43,1
2,3,1,-2,6398,44,1
2,3,1,-3,6398,45,1
1,2,2,2,6398,46,1
1,2,2,1,6398,47,1
2,3,1,-4,6398,48,1
1,2,2,2,6398,49,1
1,2,1,-4,6398,50,1
1,2,1,-3,6398,51,1
2,3,1,-3,6398,52,1
1,3,1,-5,6398,53,1
2,3,2,2,6398,54,1
1,2,2,3,6398,55,1
2,3,2,5,6398,56,1
1,2,2,0,6398,57,1
1,2,1,2,6398,58,1
2,3,2,3,6398,59,1
1,2,1,3,6398,60,1
2,2,2,-2,6398,61,1
2,3,2,1,6398,62,1
1,2,1,4,6398,63,1
1,2,2,-1,6398,64,1
2,3,1,3,6398,65,1
1,2,1,-1,6398,66,1
1,2,1,-2,6398,67,1
2,3,2,0,6398,68,1
1,2,2,-2,6398,69,1
2,3,1,3,6398,70,1
2,3,1,0,6398,71,1
2,3,1,0,6398,72,1
2,3,2,-2,6398,73,1
1,2,2,-5,6398,74,1
1,2,1,-3,6398,75,1
2,3,2,0,6398,76,1
1,2,2,-4,6398,77,1
2,2,1,-3,6398,78,1
1,2,2,-3,6398,79,1
1,2,2,0,6398,80,1
2,3,2,-3,6398,81,1
1,3,1,2,6398,82,1
2,2,1,-1,6398,83,1
1,3,1,3,6398,84,1
1,2,1,-3,6398,85,1
1,2,2,3,6398,86,1
2,3,1,2,6398,87,1
2,3,2,-4,6398,88,1
2,2,2,4,6398,89,1
1,2,2,2,6398,90,1
2,3,2,-4,6398,91,1
1,2,2,4,6398,92,1
1,3,2,-5,6398,93,1
1,2,1,-3,6398,94,1
2,3,2,-2,6398,95,1
2,3,2,0,6398,96,1
1,2,2,-2,6398,97,1
1,2,2,-1,6398,98,1
1,2,1,0,6398,99,1
1,2,2,4,6398,100,1
2,2,1,0,6398,101,1
1,2,2,5,6398,102,1
2,3,1,4,6398,103,1
2,3,1,5,6398,104,1
2,2,1,1,6398,105,1
1,3,2,2,6398,106,1
1,2,2,-1,6398,107,1
1,2,1,2,6398,108,1
1,2,2,-5,6398,109,1
1,3,2,3,6398,110,1
2,3,1,5,6398,111,1
2,3,2,4,6398,112,1
1,2,2,-2,6398,113,1
2,3,2,4,6398,114,1
1,2,2,0,6398,115,1
